Description,GSM1059640,GSM1059641,GSM1059642,GSM1059643,GSM1059644,GSM1059645,GSM1059646,GSM1059647,GSM1059648,GSM1059649,GSM1059650,GSM1059651,GSM1059652,GSM1059653,GSM1059654,ID
BCL2-like 10 (apoptosis facilitator),2.808530266,1.778815983,2.691660418,2.558921675,1.742763082,2.44160078,2.475176365,1.97982492,2.373259996,2.363423461,2.542178171,2.106392004,2.192937312,2.242723228,1.490105458,10017_at
translocase of outer mitochondrial membrane 6 homolog (yeast),10.85158014,10.82355602,10.91793873,10.99845833,11.30164228,10.9254263,10.77022748,10.78210873,11.77002437,11.84076741,10.96502762,11.588829,11.07667442,11.0893306,10.89150078,100188893_at
BCL2-like 11 (apoptosis facilitator),6.027041219,5.92939335,6.209153102,6.15216269,6.780515086,6.209153102,7.109399411,5.980280331,5.607952554,6.225379634,6.174866033,6.209153102,7.183354303,6.235158932,6.238812299,10018_at
chromosome 5 open reading frame 52,1.510790068,1.572783422,1.84641851,1.495268221,1.811287404,1.667625079,1.536020782,1.687170721,1.503951551,1.471476011,1.790855425,1.737088384,1.592401362,1.485584901,1.698923297,100190949_at
hypothetical LOC100192379,1.932124302,2.025863969,1.953678184,2.095422816,2.382656589,1.693540229,1.889552232,2.047512796,2.168181231,2.092301519,2.034958368,2.135139437,2.200446063,1.972472078,2.078987611,100192379_at
SH2B adaptor protein 3,8.059509466,7.759735414,7.390644092,7.837157105,7.282076117,7.283066909,8.553276723,7.684401281,7.598296451,7.781185185,8.07105921,7.842287433,7.476519401,8.175946502,7.781185185,10019_at
"cadherin 3, type 1, P-cadherin (placental)",2.022962937,1.997461318,1.816871069,1.765405048,1.834721761,1.919457044,1.842015823,1.919457044,2.217987979,1.83880445,1.919457044,1.887121293,2.05252121,1.919457044,1.709808587,1001_at
glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,7.372156808,7.333020527,7.488514511,7.404887112,7.419677324,7.290692597,6.918036976,7.406407392,5.664442629,6.585204698,7.711456786,6.710477633,7.507456666,7.286665194,7.644926341,10020_at
hyperpolarization activated cyclic nucleotide-gated potassium channel 4,2.005197282,2.517679226,2.193845042,2.020001368,2.52904223,1.874790511,2.08514454,2.08622968,2.828443203,2.245706245,2.192777326,2.149488199,1.843476454,2.223764689,2.149488199,10021_at
insulin-like 5,1.447654864,1.383978599,1.731318884,1.779431668,1.623885652,1.619898338,1.643486343,1.710241929,2.029083822,1.369954619,1.679080557,1.494356472,2.251774348,1.591958054,1.722184016,10022_at
frequently rearranged in advanced T-cell lymphomas,3.398706696,4.195946013,3.235321135,3.947497691,3.767912737,3.502018132,6.064306141,3.906686724,3.716336533,3.627552465,3.712008116,4.059520949,3.767912737,4.152321847,3.397933575,10023_at
trophinin associated protein (tastin),2.033237197,2.106721837,2.146160688,2.134229372,2.448174132,2.134229372,1.929141277,2.13729489,2.138897971,2.323454582,2.164595601,2.28976897,2.001973207,2.157287142,2.050795536,10024_at
mediator complex subunit 16,5.278829553,4.028848188,3.775018898,4.558470928,3.997220705,4.265049932,4.943266531,4.408112341,3.201779419,4.010254162,4.034815532,3.77643489,5.699221373,4.495612384,3.909102894,10025_at
"phosphatidylinositol glycan anchor biosynthesis, class K",7.602632326,7.750493273,7.656853548,7.573432569,7.241454804,7.791781231,7.417644533,7.344481725,7.525278969,7.540044621,7.751269067,7.731465009,7.162713343,7.692528745,7.584755455,10026_at
Rho guanine nucleotide exchange factor (GEF) 33,1.791003458,1.661409204,1.764028792,1.56544703,1.614569691,1.70659438,1.834734815,1.727376947,1.861420173,1.952435734,1.758210929,2.201179083,1.757335152,1.830940382,1.864268684,100271715_at
hypothetical protein LOC100287160,1.577120166,1.692029253,1.697772016,1.687137825,1.715498964,1.913625617,1.715498964,1.899625314,1.517187227,1.715498964,1.630194544,2.00404906,1.509206114,1.799019615,1.78223615,100287160_at
similar to hCG2019076,1.89407425,1.823550853,1.79477104,1.740472518,1.826800503,1.876556929,1.793869118,1.75104949,1.80331392,1.967009596,1.80331392,1.80331392,1.642576182,1.690001004,1.93081536,100287166_at
cytokine receptor CRL2,2.416311168,2.536599949,2.517576653,2.515209464,2.427838379,2.569542669,2.517576653,2.517576653,2.73172859,2.589308265,2.43101959,2.611317208,2.517576653,2.722744197,2.517576653,100287290_at
non-protein coding RNA 173,1.768221068,2.335099586,1.944488446,2.157219697,2.183326146,2.101805801,3.090115932,2.272061669,2.078865471,2.472603309,2.59351654,2.383818249,1.922909755,2.631791003,2.04106186,100287569_at
hypothetical LOC100287628,3.211834572,3.660071304,4.837771438,3.216510957,3.810758782,4.362488136,3.95683566,2.892298798,4.930825457,4.469841106,4.616020097,6.034212307,2.975587556,3.810758782,3.363339422,100287628_at
zinc finger protein ZnFP12-like,2.034448797,2.118738328,2.11206014,2.264517406,2.307760919,2.453553735,2.524658856,2.080055472,2.167805623,2.635941437,2.321716639,2.373375835,2.246886264,2.22400959,2.284655987,100287841_at
protein FAM136A-like,1.287951532,1.943112061,1.722442817,2.038586186,1.653859028,1.856159289,1.880133899,1.888382531,1.559357658,2.277715681,1.783242941,1.650017267,2.25042528,1.937504887,1.809983234,100287852_at
hypothetical LOC100287879,1.885848935,1.979865979,1.75791762,1.942797024,2.168805234,1.918516138,1.814381682,1.890117484,1.700931966,1.979865979,2.250927958,2.159622273,2.108564852,1.979865979,2.061982262,100287879_at
hypothetical protein LOC100287896,5.114180527,4.884732336,5.33525099,5.30853264,6.174320128,4.920197919,3.954580756,5.111925741,4.870207985,4.76796826,5.409722992,4.631752929,5.282447284,4.968568027,5.13275603,100287896_at
tetratricopeptide repeat domain 34,2.766441854,2.788179892,2.608333311,2.915711426,2.783573159,2.762411296,2.60426016,2.675587919,2.951243492,3.293516969,2.91134765,3.102829942,2.52382055,2.690031103,2.808691782,100287898_at
hypothetical LOC100287902,1.665262196,1.919033226,1.809979036,1.706345168,2.134965632,1.730502916,1.767711285,1.914955817,2.564511864,1.971876139,2.163888307,1.882922093,2.034410615,2.04238443,1.900927233,100287902_at
"short chain dehydrogenase/reductase family 42E, member 1-like",1.462326674,1.866751637,1.886348634,1.536388926,1.629987492,1.386073111,1.480479996,1.423552624,1.53099207,2.184313624,1.380592256,1.70270068,1.321212022,1.192454141,1.945622463,100288072_at
hypothetical LOC100288144,3.000244684,2.788087184,2.913672058,3.03954375,2.93172225,2.768841421,2.771539032,2.865500266,3.010670236,3.049037528,2.851852961,2.934654803,3.204362501,3.004562405,2.869697262,100288144_at
hypothetical protein LOC100288208,2.450422185,2.064939246,2.350487014,2.278058686,2.247982064,1.99909048,2.114447128,2.071055276,2.570298048,2.208330218,2.060794447,2.208330218,2.296898369,2.100518773,2.041253383,100288208_at
hypothetical protein LOC100288797,1.986861999,2.414460349,2.145818626,2.609432452,2.677851596,2.711057752,2.495543481,2.50158871,2.082110656,2.838658487,2.568955071,2.430188128,2.861051338,2.262895159,2.266750664,100288797_at
"FSHD region gene 2 family, member C",1.490938433,1.344459587,1.790358684,1.852003227,1.306209075,1.785306363,1.739476047,1.41469032,1.893160579,2.257362835,1.806678649,1.762547763,1.933258453,1.682756277,1.795645313,100288801_at
hypothetical protein LOC100288814,1.50963474,1.389235993,1.416296223,1.265728188,1.439039361,1.439039361,1.332322704,1.37608346,2.058499632,1.190521458,1.463456132,1.797963272,1.678979432,1.133567532,1.534287997,100288814_at
"similar to nucleolar protein family A, member 3",2.801634017,3.056216632,3.011509293,2.984656883,3.185311561,3.0157757,3.032955976,3.140408469,3.990403913,4.304260635,3.1034319,3.808715033,3.254264799,3.067119404,3.233598631,100289143_at
hypothetical protein LOC100289222,2.080716789,2.193276991,2.298008281,2.237995543,2.128574923,2.534321691,2.302257152,2.11964448,3.099063232,2.167272971,2.308086423,2.035032395,2.618179233,2.579357593,2.238971306,100289222_at
hypothetical protein LOC100289338,1.955630495,2.204131204,2.054400934,1.915294079,1.960885339,2.158571404,1.744319351,1.893826003,1.969958255,1.880019035,1.995587068,2.052890112,1.952264228,2.116210166,2.073849829,100289338_at
similar to hCG2022304,3.168434436,3.845708018,4.096871552,3.272347999,4.433241621,3.735340041,3.757644225,3.598241647,2.973031314,4.517339533,3.773025425,4.054642133,3.984965318,3.695608382,3.839601678,100289341_at
hypothetical LOC100289361,4.90681166,4.954774971,4.995203107,5.140332903,5.206331551,5.00692582,4.509440094,5.183123667,5.342309637,6.224036155,4.940249912,5.935099408,5.122686749,4.871154322,5.122686749,100289361_at
zinc finger protein 605,4.156591792,4.103700605,3.643738814,3.84986395,3.765456351,3.986538465,4.159697568,4.793494434,2.870793466,3.955040421,3.819123161,3.429860311,3.267927217,3.934134456,4.070874003,100289635_at
hypothetical LOC100291105,1.689755622,1.776708229,1.956913653,1.768478023,1.992618931,2.257256038,2.052690127,1.889190987,1.725201706,2.754938047,1.726805728,1.889190987,2.096203039,1.716765609,1.796890602,100291105_at
hypothetical LOC100294362,1.594273512,1.854623915,1.794146756,2.300109526,2.080333813,1.88528646,1.991856576,1.918182734,2.351327736,2.300178843,1.900359531,1.795846503,1.969623298,1.959410292,1.830052514,100294362_at
"cadherin 4, type 1, R-cadherin (retinal)",2.36586552,2.182513492,2.215605594,2.366649087,2.247294067,2.010301725,2.249277516,2.314597884,2.179861395,2.336994162,2.312463146,2.226173197,2.352088514,2.235470575,2.208350761,1002_at
microRNA 1184-1,2.120703238,2.10361071,2.189303513,2.235081169,2.316615477,2.379318087,1.954473834,1.936205416,2.469142408,1.873203147,2.256407552,2.313702943,2.245872363,2.066405464,2.482088239,100302111_at
hypothetical LOC100303728,2.260338618,2.238765915,2.177001982,1.873229331,2.366107276,2.275296604,2.210705986,2.301989344,2.058103868,2.202756371,2.386889534,2.405000206,2.260935065,2.238159973,2.693715417,100303728_at
cytochrome c oxidase assembly factor-like,6.987567253,6.962046655,7.037663214,6.410053373,6.805982602,6.89870299,6.843128414,6.412341634,7.655565493,7.415204735,7.211128683,7.306205668,6.819454898,6.694094136,6.639731504,100303755_at
"chromatin assembly factor 1, subunit A (p150)",4.429542998,4.456770248,4.629439923,4.367863331,4.456770248,4.61853347,4.018341953,4.456770248,4.244260516,4.527444389,4.579663118,3.995058561,4.823524253,4.305755663,4.355404073,10036_at
"transmembrane emp24 protein transport domain containing 11, pseudogene",1.554918864,1.355719126,1.965883971,1.669224498,1.631974657,1.653595089,2.176793748,1.368338019,1.432665717,1.918049661,1.618524277,1.913623611,1.909523543,1.53276834,1.482308098,100379220_at
non-protein coding RNA 258,1.772917723,2.213647451,2.3782265,1.992505858,1.941314054,2.165405472,1.870333903,1.762494949,2.248467604,2.978123297,1.818341029,1.912577915,2.201382456,1.992505858,2.02949243,100379661_at
poly (ADP-ribose) polymerase 2,6.866223835,6.486067339,6.752113711,6.52962564,6.58301818,6.666766677,6.323391453,6.687660566,6.610716873,6.649946905,6.577453935,6.441946243,6.14011292,6.485294059,6.706242213,10038_at
"poly (ADP-ribose) polymerase family, member 3",4.995346947,4.630878372,5.102587906,4.552808872,5.001440799,5.342339476,4.846561279,5.209481826,4.578748113,4.256461556,5.191189136,4.993257577,5.224909442,5.196282843,5.13028936,10039_at
"cadherin 5, type 2 (vascular endothelium)",8.066665127,8.382905761,8.533435464,8.415981536,8.329503787,8.985284639,8.250850681,8.534467101,6.971809808,7.250918996,8.623414068,6.805161582,8.589228442,8.581865484,8.309679622,1003_at
target of myb1 (chicken)-like 1,4.795842108,5.828226295,6.210619359,5.240665245,6.329220655,5.580650064,4.655444197,5.499177545,5.715932127,5.54535581,6.875234348,5.973625783,5.118111881,5.187961503,5.97999803,10040_at
HMG box domain containing 4,6.983283365,7.067846286,7.112960549,6.82581185,7.293946531,7.332424128,7.203913692,7.104621047,6.66253766,7.024130322,7.088154366,7.096974858,7.619375533,6.773256145,7.268959425,10042_at
target of myb1 (chicken),2.702745394,2.339203716,2.595908117,2.460822533,3.311534666,2.688122588,2.287674128,2.61065539,2.696937582,2.838742169,3.075676891,2.726543075,3.401454618,2.539475086,2.916395299,10043_at
SH2 domain containing 3C,4.951812579,5.367646156,5.034543897,5.110441044,5.601782432,5.143598172,5.338100957,5.298577732,4.8154379,4.263853763,4.84015618,4.0209704,5.618884442,5.104538264,4.642589893,10044_at
SH2 domain containing 3A,1.976959445,1.882518393,1.836462266,2.085146482,2.347423616,1.986941439,2.65456315,2.077181411,1.627185315,1.937220687,1.99836926,2.085146482,2.085146482,2.228615983,1.872747226,10045_at
mastermind-like domain containing 1,2.782789164,2.699572552,2.782789164,3.377494777,3.127847621,3.062787617,3.362597408,2.973005151,2.230289332,2.214685952,2.782789164,1.970133249,2.912870922,2.553809946,2.796628255,10046_at
cystatin 8 (cystatin-related epididymal specific),1.407057778,1.75503321,1.379498031,1.655475555,1.327053291,1.558462135,1.651746991,1.589813177,1.780370886,1.483377878,1.40475569,1.521383957,1.690385979,1.484253689,1.478409154,10047_at
RAN binding protein 9,9.688193347,9.760400173,9.84874758,9.703954469,9.67244753,9.748785427,9.445148819,9.793827128,9.881036389,9.269248233,9.890315466,9.303209569,9.704516615,9.743259724,9.76780127,10048_at
hypothetical LOC100499466,8.793453984,8.988479603,8.450369181,8.324424543,8.943288455,8.679526557,8.681076018,8.538785373,8.304127594,8.511615625,8.679208429,8.113830493,8.689780005,8.692802808,8.650651506,100499466_at
"DnaJ (Hsp40) homolog, subfamily B, member 6",8.053466284,8.478901014,8.333787269,8.331112114,8.347133,8.629489931,8.190742753,8.476405425,7.692033587,7.365743027,8.645708622,8.069005477,8.022965086,8.545075409,8.32129406,10049_at
"cadherin 6, type 2, K-cadherin (fetal kidney)",3.032658859,3.749742126,6.056883559,3.7023749,2.698467628,3.129714413,3.102572104,2.791473998,2.696958546,3.058988201,2.907081442,2.202784632,2.966231194,2.863750401,4.943940538,1004_at
"solute carrier family 17 (sodium phosphate), member 4",2.420486271,2.358483352,2.314100058,2.419258973,2.521534375,2.281287748,2.466865431,2.423260908,2.678841779,2.273826617,2.374207941,2.482073625,2.546383432,2.577667605,2.417813689,10050_at
structural maintenance of chromosomes 4,7.207522482,6.912709298,7.206459321,6.636517857,6.237609122,6.815299868,6.992198858,7.2709218,6.815299868,6.714826818,6.637531704,6.568771427,5.447030375,7.276614265,6.802907683,10051_at
"gap junction protein, gamma 1, 45kDa",3.443615082,3.691784222,3.684054565,3.471723676,3.521630037,3.851003179,2.84677031,3.882747467,2.901388264,3.463734889,3.408412066,3.178866647,3.689718947,3.393230599,3.393329425,10052_at
"adaptor-related protein complex 1, mu 2 subunit",1.396423034,1.666114307,1.622851957,1.805308119,1.655094371,1.956845854,2.017208685,1.799498389,1.721463234,1.685229877,1.858171815,1.706919663,1.571031016,1.672686027,1.710055021,10053_at
SUMO1 activating enzyme subunit 1,4.68625916,4.58158674,4.58169029,5.027188083,4.446324301,4.573253327,5.438608973,4.402210085,5.174704697,3.963224787,4.382124911,4.450518304,3.86346687,5.032398137,4.573094465,10055_at
"ATP-binding cassette, sub-family C (CFTR/MRP), member 5",5.49352643,4.775804176,4.989535666,5.113285042,4.485511923,4.576047549,5.1760678,5.211105875,4.949341007,4.51224404,4.987487403,4.923570006,4.391087977,4.849862954,4.715794042,10057_at
"ATP-binding cassette, sub-family B (MDR/TAP), member 6",4.487907898,4.894100587,5.249465123,5.230693077,5.487598683,5.428235983,5.044061256,4.981639372,5.01756867,4.975253835,5.260112534,5.095042117,4.62070972,5.261770973,4.905991753,10058_at
dynamin 1-like,10.39004536,10.13976161,10.33087473,9.874682879,9.797831461,9.783129388,9.88889668,10.11679264,9.57357885,9.891237146,9.953837328,9.379271225,9.216340161,10.29684845,10.09895866,10059_at
"cadherin 7, type 2",1.876607614,1.653806128,1.887312472,1.405164924,1.601136205,1.696269033,1.649031899,1.211968558,1.653218795,1.491864444,1.613970087,1.616240209,1.881167571,1.396093082,1.490621662,1005_at
"nuclear receptor subfamily 1, group H, member 3",7.963131737,7.804147665,7.663526389,7.780850189,7.461789251,8.060769235,6.434846176,7.531752344,8.310940754,7.837248789,7.950363868,8.017413087,8.492590591,7.830170293,7.6633692,10062_at
secretory carrier membrane protein 3,6.645243343,6.135961591,6.37730247,6.338381757,6.751900644,6.710514121,6.535374675,6.165208167,7.049819919,7.155757581,6.475734625,7.395192597,7.16598174,6.714525743,6.666560443,10067_at
interleukin 18 binding protein,2.961938839,2.811011922,2.824255423,2.727239976,2.739339297,2.917491663,3.118904093,3.031799651,3.068525122,2.912883098,3.019196322,2.803527038,2.897963287,2.849097809,2.912198979,10068_at
RWD domain containing 2B,6.212939157,6.49041692,6.38995461,6.484154559,6.456045089,6.493214095,6.125612201,6.357322251,7.162058997,7.00913061,5.967833706,6.657345223,6.456784342,6.298719784,6.456784342,10069_at
"cadherin 8, type 2",2.287712074,2.181916179,1.665515255,2.213472971,1.942509437,2.04684506,2.004348152,1.844537206,2.113967363,2.139377745,2.22490835,2.12358205,2.664370916,2.005332712,1.948256138,1006_at
"mucin 12, cell surface associated",1.974759462,1.341234837,1.532500275,1.787321512,1.674903792,1.423028093,1.500692165,1.775219771,1.95844924,1.674903792,1.524287892,1.784768703,1.734990975,1.404659401,1.389808066,10071_at
